id,label
662,3
663,3
664,2
665,3
666,8
667,8
668,4
669,2
670,6
671,4
672,8
673,9
674,6
675,0
676,8
677,5
678,8
679,8
680,9
681,7
682,4
683,8
684,0
685,9
686,2
687,1
688,2
689,4
690,6
691,2
692,4
693,6
694,1
695,9
696,6
697,4
698,6
699,7
700,8
701,3
702,2
703,2
704,4
705,1
706,3
707,8
708,9
709,1
710,7
711,0
712,9
713,1
714,3
715,7
716,4
717,0
718,2
719,4
720,8
721,1
722,4
723,0
724,7
725,9
726,3
727,9
728,8
729,6
730,0
731,6
732,7
733,5
734,1
735,2
736,8
737,6
738,1
739,4
740,5
741,2
742,5
743,9
744,3
745,6
746,6
747,1
748,8
749,7
750,8
751,6
752,8
753,1
754,7
755,5
756,4
757,0
758,6
759,2
760,4
761,4
762,1
763,5
764,9
765,3
766,3
767,8
768,8
769,5
770,2
771,1
772,0
773,0
774,5
775,3
776,4
777,4
778,7
779,9
780,2
781,9
782,6
783,3
784,4
785,4
786,5
787,1
788,9
789,3
790,6
791,7
792,1
793,3
794,3
795,2
796,2
797,6
798,8
799,0
800,0
801,3
802,9
803,9
804,6
805,4
806,5
807,2
808,7
809,7
810,5
811,5
812,4
813,0
814,9
815,6
816,4
817,8
818,6
819,3
820,7
821,5
822,5
823,8
824,3
825,9
826,9
827,9
828,3
829,7
830,4
831,6
832,9
833,8
834,8
835,8
836,7
837,0
838,1
839,8
840,9
841,6
842,6
843,4
844,4
845,1
846,3
847,0
848,4
849,8
850,4
851,0
852,5
853,5
854,9
855,5
856,9
857,2
858,7
859,3
860,9
861,1
862,7
863,0
864,0
865,9
866,9
867,9
868,0
869,7
870,4
871,0
872,7
873,5
874,4
875,4
876,4
877,2
878,9
879,7
880,8
881,6
882,3
883,5
884,7
885,3
886,5
887,0
888,8
889,0
890,5
891,5
892,9
893,5
894,5
895,4
896,5
897,0
898,2
899,9
900,8
901,1
902,3
903,5
904,5
905,5
906,3
907,4
908,1
909,2
910,4
911,6
912,4
913,6
914,8
915,6
916,1
917,0
918,4
919,8
920,8
921,5
922,1
923,1
924,6
925,0
926,9
927,9
928,3
929,7
930,3
931,6
932,0
933,0
934,7
935,8
936,0
937,4
938,3
939,9
940,8
941,0
942,9
943,8
944,8
945,7
946,9
947,2
948,8
949,5
950,5
951,1
952,9
953,4
954,4
955,7
956,3
957,1
958,5
959,8
960,9
961,0
962,0
963,8
964,7
965,6
966,0
967,4
968,8
969,1
970,5
971,3
972,1
973,3
974,3
975,0
976,5
977,6
978,0
979,3
980,9
981,4
982,5
983,8
984,7
985,7
986,7
987,1
988,1
989,9
990,0
991,8
992,7
993,3
994,4
995,5
996,4
997,6
998,0
999,7
1000,5
1001,2
1002,7
1003,4
1004,4
1005,4
1006,6
1007,0
1008,5
1009,6
1010,9
1011,6
1012,0
1013,5
1014,8
1015,3
1016,2
1017,5
1018,1
1019,7
1020,0
1021,8
1022,3
1023,7
1024,6
1025,5
1026,9
1027,0
1028,6
1029,6
1030,8
1031,2
1032,6
1033,3
1034,9
1035,7
1036,7
1037,5
1038,4
1039,9
1040,6
1041,7
1042,5
1043,0
1044,7
1045,8
1046,9
1047,5
1048,2
1049,9
1050,9
1051,7
1052,2
1053,0
1054,5
1055,7
1056,4
1057,4
1058,3
1059,5
1060,0
1061,0
1062,6
1063,0
1064,0
1065,6
1066,4
1067,9
1068,5
1069,2
1070,2
1071,7
1072,6
1073,0
1074,4
1075,2
1076,5
1077,3
1078,3
1079,7
1080,0
1081,3
1082,7
1083,7
1084,2
1085,2
1086,5
1087,4
1088,0
1089,3
1090,5
1091,9
1092,1
1093,7
1094,5
1095,4
1096,5
1097,4
1098,4
1099,8
1100,3
1101,4
1102,2
1103,9
1104,5
1105,6
1106,5
1107,7
1108,8
1109,0
1110,8
1111,1
1112,8
1113,7
1114,8
1115,5
1116,9
1117,6
1118,4
1119,6
1120,7
1121,6
1122,7
1123,9
1124,3
1125,3
1126,2
1127,8
1128,5
1129,8
1130,3
1131,0
1132,1
1133,0
1134,0
1135,1
1136,5
1137,1
1138,6
1139,0
1140,4
1141,8
1142,4
1143,8
1144,9
1145,4
1146,0
1147,3
1148,4
1149,9
1150,3
1151,8
1152,5
1153,1
1154,7
1155,8
1156,9
1157,2
1158,1
1159,3
1160,6
1161,4
1162,6
1163,8
1164,5
1165,9
1166,8
1167,3
1168,5
1169,3
1170,9
1171,5
1172,5
1173,5
1174,9
1175,0
1176,3
1177,4
1178,0
1179,5
1180,1
1181,5
1182,5
1183,9
1184,9
1185,3
1186,9
1187,3
1188,8
1189,6
1190,0
1191,5
1192,4
1193,7
1194,4
1195,6
1196,2
1197,7
1198,8
1199,6
1200,8
1201,1
1202,9
1203,2
1204,8
1205,5
1206,9
1207,0
1208,6
1209,3
1210,7
1211,5
1212,0
1213,6
1214,1
1215,6
1216,2
1217,1
1218,7
1219,0
1220,6
1221,5
1222,8
1223,3
1224,6
1225,6
1226,4
1227,5
1228,7
1229,0
1230,8
1231,5
1232,1
1233,5
1234,3
1235,9
1236,7
1237,5
1238,3
1239,4
1240,0
1241,9
1242,3
1243,8
1244,7
1245,4
1246,7
1247,8
1248,4
1249,9
1250,9
1251,8
1252,5
1253,0
1254,6
1255,3
1256,0
1257,3
1258,2
1259,3
1260,8
1261,7
1262,0
1263,7
1264,8
1265,3
1266,9
1267,7
1268,8
1269,5
1270,7
1271,2
1272,0
1273,4
1274,3
1275,9
1276,4
1277,7
1278,6
1279,8
1280,8
1281,8
1282,0
1283,4
1284,5
1285,1
1286,5
1287,7
1288,8
1289,9
1290,9
1291,3
1292,2
1293,5
1294,4
1295,6
1296,5
1297,3
1298,4
1299,5
1300,1
1301,1
1302,4
1303,0
1304,1
1305,5
1306,9
1307,6
1308,7
1309,8
1310,3
1311,2
1312,6
1313,8
1314,9
1315,2
1316,0
1317,7
1318,2
1319,5
1320,0
1321,2
1322,0
1323,6
1324,4
1325,0
1326,4
1327,3
1328,8
1329,3
1330,3
1331,1
1332,6
1333,6
1334,2
1335,9
1336,1
1337,2
1338,2
1339,2
1340,7
1341,4
1342,1
1343,3
1344,0
1345,2
1346,7
1347,8
1348,2
1349,7
1350,7
1351,3
1352,5
1353,5
1354,7
1355,8
1356,1
1357,7
1358,7
1359,0
1360,0
1361,8
1362,8
1363,1
1364,8
1365,0
1366,6
1367,3
1368,4
1369,0
1370,2
1371,9
1372,3
1373,9
1374,0
1375,5
1376,1
1377,4
1378,9
1379,4
1380,4
1381,8
1382,9
1383,6
1384,6
1385,3
1386,9
1387,2
1388,0
1389,6
1390,4
1391,3
1392,1
1393,5
1394,1
1395,0
1396,8
1397,1
1398,3
1399,1
1400,4
1401,7
1402,1
1403,6
1404,0
1405,3
1406,1
1407,6
1408,8
1409,3
1410,7
1411,5
1412,5
1413,9
1414,9
1415,2
1416,5
1417,5
1418,5
1419,0
1420,5
1421,7
1422,6
1423,6
1424,8
1425,1
1426,7
1427,5
1428,8
1429,4
1430,6
1431,7
1432,0
1433,7
1434,1
1435,4
1436,9
1437,9
1438,1
1439,8
1440,6
1441,5
1442,1
1443,0
1444,5
1445,2
1446,3
1447,1
1448,4
1449,6
1450,1
1451,4
1452,8
1453,4
1454,2
1455,7
1456,6
1457,4
1458,4
1459,6
1460,4
1461,8
1462,2
1463,3
1464,5
1465,0
1466,0
1467,0
1468,1
1469,7
1470,1
1471,3
1472,7
1473,0
1474,5
1475,5
1476,3
1477,0
1478,1
1479,9
1480,7
1481,7
1482,6
1483,9
1484,3
1485,8
1486,6
1487,3
1488,4
1489,0
1490,7
1491,3
1492,1
1493,8
1494,5
1495,7
1496,2
1497,8
1498,0
1499,1
1500,3
1501,8
1502,2
1503,8
1504,7
1505,4
1506,1
1507,0
1508,7
1509,5
1510,0
1511,5
1512,6
1513,8
1514,6
1515,7
1516,5
1517,8
1518,3
1519,8
1520,4
1521,9
1522,1
1523,1
1524,6
1525,2
1526,7
1527,3
1528,2
1529,3
1530,9
1531,3
1532,4
1533,7
1534,9
1535,8
1536,0
1537,2
1538,6
1539,8
1540,0
1541,0
1542,1
1543,1
1544,0
1545,7
1546,5
1547,9
1548,7
1549,8
1550,2
1551,5
1552,8
1553,3
1554,2
1555,4
1556,7
1557,6
1558,9
1559,5
1560,3
1561,0
1562,1
1563,7
1564,8
1565,7
1566,1
1567,3
1568,2
1569,9
1570,7
1571,6
1572,5
1573,6
1574,8
1575,8
1576,3
1577,4
1578,5
1579,7
1580,6
1581,9
1582,9
1583,5
1584,8
1585,7
1586,9
1587,4
1588,3
1589,7
1590,4
1591,5
1592,6
1593,2
1594,1
1595,1
1596,5
1597,9
1598,2
1599,4
1600,7
1601,4
1602,8
1603,6
1604,7
1605,2
1606,7
1607,5
1608,9
1609,0
1610,5
1611,7
1612,8
1613,1
1614,8
1615,7
1616,5
1617,7
1618,6
1619,0
1620,8
1621,4
1622,1
1623,3
1624,5
1625,7
1626,7
1627,7
1628,7
1629,8
1630,5
1631,6
1632,7
1633,8
1634,3
1635,5
1636,2
1637,1
1638,4
1639,7
1640,9
1641,9
1642,4
1643,2
1644,7
1645,0
1646,1
1647,9
1648,3
1649,1
1650,6
1651,1
1652,2
1653,7
1654,0
1655,7
1656,6
1657,3
1658,4
1659,7
1660,2
1661,9
1662,7
1663,4
1664,5
1665,2
1666,5
1667,8
1668,8
1669,1
1670,1
1671,7
1672,4
1673,4
1674,9
1675,3
1676,1
1677,3
1678,1
1679,0
1680,5
1681,5
1682,8
1683,3
1684,9
1685,3
1686,2
1687,7
1688,9
1689,3
1690,5
1691,8
1692,9
1693,5
1694,9
1695,0
1696,3
1697,1
1698,6
1699,2
1700,6
1701,3
1702,2
1703,9
1704,8
1705,9
1706,8
1707,2
1708,3
1709,1
1710,9
1711,7
1712,9
1713,2
1714,5
1715,0
1716,1
1717,4
1718,7
1719,5
1720,6
1721,0
1722,0
1723,1
1724,6
1725,6
1726,8
1727,8
1728,1
1729,6
1730,1
1731,7
1732,2
1733,4
1734,7
1735,3
1736,0
1737,9
1738,1
1739,0
1740,8
1741,2
1742,2
1743,9
1744,3
1745,3
1746,6
1747,2
1748,3
1749,9
1750,9
1751,0
1752,6
1753,2
1754,0
1755,6
1756,2
1757,5
1758,8
1759,1
1760,7
1761,4
1762,4
1763,4
1764,6
1765,6
1766,0
1767,6
1768,7
1769,3
1770,0
1771,7
1772,8
1773,1
1774,6
1775,7
1776,9
1777,6
1778,7
1779,7
1780,4
1781,1
1782,1
1783,2
1784,5
1785,9
1786,9
1787,5
1788,3
1789,0
1790,7
1791,2
1792,5
1793,7
1794,1
1795,7
1796,6
1797,0
1798,8
1799,3
1800,0
1801,0
1802,1
1803,9
1804,5
1805,4
1806,3
1807,8
1808,6
1809,1
1810,1
1811,5
1812,2
1813,8
1814,6
1815,3
1816,6
1817,6
1818,1
1819,9
1820,3
1821,0
1822,2
1823,1
1824,4
1825,9
1826,2
1827,5
1828,1
1829,5
1830,0
1831,1
1832,0
1833,2
1834,8
1835,8
1836,0
1837,2
1838,5
1839,0
1840,1
1841,4
1842,4
1843,9
1844,1
1845,0
1846,0
1847,5
1848,7
1849,1
1850,3
1851,3
1852,8
1853,0
1854,6
1855,4
1856,6
1857,0
1858,9
1859,1
1860,0
1861,3
1862,1
1863,6
1864,9
1865,0
1866,7
1867,9
1868,1
1869,8
1870,8
1871,4
1872,1
1873,7
1874,9
1875,8
1876,4
1877,9
1878,4
1879,2
1880,7
1881,0
1882,7
1883,9
1884,8
1885,2
1886,8
1887,8
1888,0
1889,0
1890,5
1891,8
1892,8
1893,7
1894,9
1895,9
1896,4
1897,2
1898,3
1899,9
1900,8
1901,5
1902,1
1903,4
1904,1
1905,3
1906,5
1907,7
1908,4
1909,1
1910,9
1911,6
1912,9
1913,2
1914,7
1915,3
1916,5
1917,9
1918,9
1919,8
1920,1
1921,0
1922,8
1923,3
1924,5
1925,8
1926,7
1927,7
1928,3
1929,7
1930,1
1931,9
1932,2
1933,6
1934,0
1935,8
1936,6
1937,7
1938,7
1939,7
1940,5
1941,9
1942,7
1943,5
1944,7
1945,2
1946,1
1947,1
1948,3
1949,5
1950,8
1951,6
1952,7
1953,7
1954,2
1955,1
1956,0
1957,2
1958,5
1959,5
1960,4
1961,7
1962,5
1963,5
1964,1
1965,8
1966,3
1967,8
1968,7
1969,6
1970,0
1971,7
1972,9
1973,3
1974,1
1975,1
1976,7
1977,6
1978,3
1979,2
1980,3
1981,5
1982,3
1983,8
1984,0
1985,7
1986,7
1987,4
1988,0
1989,7
1990,9
1991,8
1992,2
1993,3
1994,6
1995,2
1996,0
1997,7
1998,5
1999,6
2000,1
2001,9
2002,3
2003,2
2004,7
2005,9
2006,5
2007,3
2008,1
2009,3
2010,6
2011,4
2012,0
2013,7
2014,8
2015,8
2016,9
2017,9
2018,5
2019,3
2020,8
2021,9
2022,6
2023,5
2024,9
2025,5
2026,5
2027,5
2028,1
2029,9
2030,0
2031,4
2032,7
2033,6
2034,4
2035,5
2036,5
2037,7
2038,2
2039,9
2040,5
2041,0
2042,0
2043,0
2044,6
2045,1
2046,9
2047,4
2048,0
2049,6
2050,2
2051,4
2052,5
2053,3
2054,0
2055,8
2056,3
2057,8
2058,8
2059,0
2060,6
2061,2
2062,1
2063,5
2064,2
2065,7
2066,9
2067,0
2068,1
2069,5
2070,8
2071,9
2072,7
2073,4
2074,7
2075,7
2076,4
2077,5
2078,5
2079,8
2080,2
2081,2
2082,5
2083,0
2084,4
2085,9
2086,3
2087,8
2088,5
2089,0
2090,4
2091,9
2092,4
2093,8
2094,1
2095,9
2096,0
2097,4
2098,9
2099,8
2100,0
2101,4
2102,6
2103,8
2104,9
2105,0
2106,0
2107,7
2108,8
2109,5
2110,5
2111,1
2112,1
2113,7
2114,7
2115,7
2116,1
2117,5
2118,1
2119,0
2120,9
2121,6
2122,3
2123,1
2124,7
2125,3
2126,3
2127,3
2128,7
2129,4
2130,0
2131,6
2132,0
2133,4
2134,4
2135,1
2136,1
2137,6
2138,8
2139,9
2140,1
2141,8
2142,3
2143,7
2144,0
2145,9
2146,6
2147,4
2148,1
2149,3
2150,0
2151,3
2152,1
2153,4
2154,1
2155,1
2156,7
2157,6
2158,0
2159,3
2160,4
2161,0
2162,5
2163,8
2164,5
2165,2
2166,1
2167,5
2168,6
2169,8
2170,6
2171,0
2172,9
2173,9
2174,4
2175,5
2176,8
2177,5
2178,7
2179,1
2180,0
2181,7
2182,1
2183,9
2184,2
2185,9
2186,6
2187,3
2188,0
2189,6
2190,9
2191,0
2192,7
2193,8
2194,0
2195,7
2196,8
2197,8
2198,2
2199,2
2200,3
2201,8
2202,5
2203,8
2204,0
2205,7
2206,7
2207,6
2208,6
2209,3
2210,2
2211,7
2212,6
2213,9
2214,1
2215,4
2216,0
2217,6
2218,0
2219,1
2220,6
2221,7
2222,5
2223,5
2224,5
2225,7
2226,8
2227,3
2228,8
2229,6
2230,5
2231,7
2232,9
2233,8
2234,8
2235,5
2236,2
2237,8
2238,2
2239,9
2240,4
2241,5
2242,3
2243,5
2244,8
2245,2
2246,4
2247,6
2248,6
2249,2
2250,0
2251,2
2252,5
2253,6
2254,7
2255,2
2256,7
2257,5
2258,6
2259,4
2260,3
2261,3
2262,6
2263,2
2264,0
2265,3
2266,8
2267,0
2268,3
2269,3
2270,9
2271,3
2272,4
2273,0
2274,1
2275,5
2276,6
2277,7
2278,6
2279,8
2280,0
2281,0
2282,6
2283,1
2284,3
2285,7
2286,7
2287,8
2288,6
2289,6
2290,7
2291,3
2292,9
2293,9
2294,2
2295,0
2296,2
2297,2
2298,9
2299,1
2300,0
2301,6
2302,6
2303,7
2304,9
2305,5
2306,0
2307,3
2308,3
2309,4
2310,6
2311,5
2312,7
2313,5
2314,5
2315,3
2316,3
2317,5
2318,4
2319,9
2320,1
2321,1
2322,5
2323,0
2324,9
2325,6
2326,3
2327,9
2328,0
2329,5
2330,7
2331,2
2332,6
2333,3
2334,0
2335,5
2336,8
2337,6
2338,7
2339,4
2340,0
2341,4
2342,5
2343,7
2344,7
2345,6
2346,1
2347,9
2348,1
2349,3
2350,1
2351,7
2352,1
2353,2
2354,8
2355,4
2356,5
2357,8
2358,9
2359,6
2360,1
2361,1
2362,1
2363,7
2364,6
2365,7
2366,7
2367,5
2368,4
2369,5
2370,7
2371,3
2372,3
2373,3
2374,9
2375,2
2376,7
2377,9
2378,5
2379,6
2380,5
2381,8
2382,9
2383,3
2384,8
2385,4
2386,2
2387,1
2388,3
2389,9
2390,8
2391,0
2392,8
2393,7
2394,6
2395,5
2396,3
2397,8
2398,9
2399,1
2400,5
2401,3
2402,1
2403,5
2404,1
2405,6
2406,9
2407,5
2408,8
2409,8
2410,9
2411,7
2412,1
2413,4
2414,1
2415,7
2416,8
2417,0
2418,4
2419,7
2420,2
2421,5
2422,1
2423,9
2424,2
2425,7
2426,7
2427,0
2428,3
2429,5
2430,9
2431,3
2432,2
2433,0
2434,8
2435,1
2436,8
2437,2
2438,3
2439,1
2440,6
2441,5
2442,7
2443,9
2444,0
2445,3
2446,2
2447,2
2448,2
2449,0
2450,5
2451,6
2452,8
2453,2
2454,7
2455,1
2456,3
2457,4
2458,5
2459,5
2460,8
2461,1
2462,9
2463,6
2464,5
2465,0
2466,1
2467,8
2468,7
2469,7
2470,7
2471,4
2472,3
2473,4
2474,5
2475,1
2476,2
2477,7
2478,6
2479,0
2480,9
2481,5
2482,7
2483,1
2484,8
2485,8
2486,9
2487,4
2488,9
2489,2
2490,5
2491,1
2492,1
2493,7
2494,9
2495,3
2496,5
2497,1
2498,7
2499,5
2500,1
2501,6
2502,0
2503,8
2504,0
2505,3
2506,3
2507,2
2508,4
2509,2
2510,6
2511,9
2512,5
2513,0
2514,8
2515,5
2516,8
2517,3
2518,6
2519,4
2520,2
2521,3
2522,6
2523,2
2524,1
2525,2
2526,2
2527,8
2528,4
2529,0
2530,0
2531,4
2532,6
2533,0
2534,7
2535,1
2536,9
2537,6
2538,3
2539,0
2540,6
2541,7
2542,9
2543,8
2544,4
2545,7
2546,5
2547,2
2548,9
2549,9
2550,0
2551,1
2552,9
2553,3
2554,0
2555,9
2556,5
2557,2
2558,2
2559,7
2560,0
2561,5
2562,7
2563,5
2564,3
2565,1
2566,2
2567,5
2568,3
2569,7
2570,0
2571,9
2572,4
2573,7
2574,9
2575,4
2576,6
2577,8
2578,2
2579,9
2580,7
2581,4
2582,4
2583,9
2584,6
2585,3
2586,0
2587,2
2588,2
2589,7
2590,8
2591,6
2592,2
2593,7
2594,8
2595,4
2596,4
2597,7
2598,2
2599,5
2600,8
2601,8
2602,9
2603,1
2604,7
2605,4
2606,9
2607,6
2608,8
2609,4
2610,1
2611,7
2612,3
2613,6
2614,6
2615,7
2616,8
2617,8
2618,7
2619,9
2620,3
2621,6
2622,5
2623,1
2624,9
2625,5
2626,6
2627,9
2628,9
2629,2
2630,0
2631,5
2632,3
2633,8
2634,0
2635,9
2636,5
2637,4
2638,4
2639,0
2640,0
2641,9
2642,8
2643,7
2644,4
2645,2
2646,3
2647,4
2648,5
2649,8
2650,1
2651,9
2652,4
2653,6
2654,4
2655,6
2656,8
2657,0
2658,5
2659,5
2660,2
2661,4
2662,9
2663,8
2664,8
2665,4
2666,3
2667,3
2668,3
2669,6
2670,8
2671,3
2672,1
2673,7
2674,1
2675,0
2676,6
2677,7
2678,0
2679,2
2680,2
2681,0
2682,8
2683,1
2684,6
2685,7
2686,5
2687,6
2688,5
2689,8
2690,3
2691,5
2692,5
2693,9
2694,7
2695,4
2696,9
2697,9
2698,1
2699,7
2700,8
2701,3
2702,7
2703,0
2704,9
2705,1
2706,1
2707,7
2708,6
2709,4
2710,8
2711,7
2712,3
2713,1
2714,2
2715,5
2716,7
2717,7
2718,2
2719,4
2720,1
2721,5
2722,9
2723,2
2724,1
2725,2
2726,1
2727,7
2728,9
2729,8
2730,6
2731,6
2732,0
2733,5
2734,6
2735,6
2736,5
2737,0
2738,3
2739,5
2740,5
2741,4
2742,4
2743,9
2744,9
2745,9
2746,8
2747,9
2748,2
2749,9
2750,0
2751,6
2752,7
2753,4
2754,4
2755,9
2756,5
2757,2
2758,1
2759,1
2760,0
2761,2
2762,8
2763,6
2764,1
2765,7
2766,9
2767,0
2768,1
2769,9
2770,5
2771,7
2772,8
2773,9
2774,2
2775,5
2776,1
2777,9
2778,4
2779,5
2780,4
2781,4
2782,2
2783,9
2784,1
2785,7
2786,6
2787,6
2788,2
2789,0
2790,9
2791,3
2792,3
2793,5
2794,8
2795,6
2796,9
2797,2
2798,0
2799,5
2800,4
2801,8
2802,0
2803,5
2804,5
2805,6
2806,4
2807,8
2808,6
2809,9
2810,7
2811,6
2812,1
2813,5
2814,5
2815,6
2816,1
2817,1
2818,4
2819,0
2820,9
2821,7
2822,1
2823,8
2824,8
2825,0
2826,3
2827,5
2828,1
2829,4
2830,7
2831,6
2832,6
2833,1
2834,5
2835,9
2836,2
2837,4
2838,7
2839,3
2840,9
2841,1
2842,2
2843,5
2844,6
2845,0
2846,6
2847,0
2848,4
2849,5
2850,1
2851,5
2852,0
2853,4
2854,3
2855,2
2856,9
2857,0
2858,6
2859,7
2860,4
2861,0
2862,0
2863,5
2864,8
2865,6
2866,1
2867,6
2868,5
2869,5
2870,3
2871,7
2872,8
2873,5
2874,1
2875,0
2876,4
2877,3
2878,5
2879,1
2880,3
2881,1
2882,5
2883,6
2884,6
2885,3
2886,1
2887,4
2888,5
2889,0
2890,8
2891,3
2892,7
2893,4
2894,1
2895,8
2896,1
2897,6
2898,1
2899,3
2900,1
2901,3
2902,0
2903,1
2904,5
2905,5
2906,8
2907,1
2908,5
2909,1
2910,8
2911,5
2912,7
2913,5
2914,3
2915,2
2916,6
2917,5
2918,6
2919,6
2920,2
2921,5
2922,4
2923,7
2924,0
2925,3
2926,5
2927,8
2928,3
2929,3
2930,4
2931,1
2932,9
2933,8
2934,9
2935,8
2936,8
2937,9
2938,0
2939,4
2940,6
2941,9
2942,7
2943,1
2944,2
2945,4
2946,3
2947,8
2948,0
2949,8
2950,3
2951,5
2952,6
2953,9
2954,5
2955,0
2956,1
2957,7
2958,5
2959,2
2960,7
2961,7
2962,7
2963,1
2964,8
2965,2
2966,7
2967,8
2968,3
2969,9
2970,3
2971,7
2972,8
2973,1
2974,5
2975,5
2976,3
2977,3
2978,6
2979,9
2980,2
2981,3
2982,9
2983,3
2984,8
2985,7
2986,4
2987,9
2988,9
2989,4
2990,4
2991,9
2992,0
2993,5
2994,9
2995,0
2996,1
2997,7
